-1.5427e-01,-6.4270e-02,-1.6428e-01,-1.2813e-01,-1.8782e-01,-1.6147e-01,-1.1774e-01,-3.4149e-02,-1.2749e-01,-9.0240e-02,-8.8684e-02,2.3499e-02,-2.8778e-02,-1.1520e-02,8.5907e-02,-5.7220e-02,-2.5589e-02,-5.9555e-02,3.2379e-02,2.8183e-02,2.1439e-02,-4.5380e-02,3.1967e-02,8.1787e-02,4.1443e-02,-3.2181e-02,5.3757e-02,6.5704e-02,1.6296e-01,3.7796e-02,1.4212e-01,1.1067e-01,7.6950e-02,1.1375e-01,1.2117e-01,2.3773e-02,1.0266e-01,4.4861e-02,1.5321e-01,9.6863e-02,5.2307e-02,1.7662e-01,1.1737e-01,8.3725e-02,2.7313e-03,5.4077e-02,4.0039e-02,1.2990e-01,1.4644e-01,1.4775e-01,4.6570e-02,7.1609e-02,7.1426e-02,8.3237e-02,-2.8412e-02,1.3603e-01,7.7454e-02,1.4183e-01,8.0215e-02,1.4107e-01,3.0228e-02,-5.9509e-04,1.2216e-01,1.3071e-01,8.0566e-03,7.6721e-02,2.5345e-02,3.6148e-02,1.1090e-01,9.9380e-02,-2.2888e-02,6.0120e-02,3.4576e-02,-6.2698e-02,3.6621e-04,3.4210e-02,-3.2013e-02,-2.1439e-02,-8.9691e-02,-5.2277e-02,-5.5084e-02,-1.0411e-01,-1.1565e-01,-8.9676e-02,-1.6357e-02,4.6692e-03,1.0910e-02,6.1584e-02,4.1931e-02,-1.9821e-02,6.1615e-02,1.2309e-01,6.9122e-03,-1.0834e-02,8.4396e-02,-1.4481e-02,7.8506e-02,6.8710e-02,1.4069e-02,8.9661e-02,-6.1951e-03,-9.0790e-02,-1.3286e-01,-8.7128e-02,-2.6825e-02,4.2984e-02,-3.6377e-02,-1.0379e-01,-1.6965e-01,-9.3140e-02,-4.2465e-02,-4.0451e-02,4.1656e-02,-6.1050e-02,-4.8630e-02,-1.6588e-01,-9.8846e-02,-7.8094e-02,-8.0429e-02,-4.0085e-02,-7.9514e-02,2.8992e-04,-9.0027e-02,-1.3464e-01,-1.4740e-01,-1.7682e-01,-6.7245e-02,-8.1299e-02
-1.3416e-01,-1.8129e-01,-7.3486e-02,-2.0081e-01,-1.3528e-01,-8.1604e-02,-6.3309e-02,-6.2347e-02,-1.1646e-01,-1.0709e-01,1.7166e-02,6.5659e-02,3.1906e-02,3.6957e-02,3.3554e-02,-9.3704e-02,1.6525e-02,-2.6825e-02,-7.3380e-02,1.5381e-02,-3.0685e-02,-5.3497e-02,4.3793e-03,9.6832e-02,2.3041e-02,6.7551e-02,1.0323e-01,1.0011e-01,9.2819e-02,1.0065e-01,9.0668e-02,1.2468e-01,-1.8341e-02,-3.1281e-03,1.3185e-01,4.2587e-02,1.4009e-01,1.4729e-01,5.3452e-02,6.2943e-02,8.2977e-02,7.0312e-02,7.3242e-03,7.0312e-02,7.3532e-02,1.0127e-01,5.6854e-02,-2.5757e-02,1.4978e-01,7.5089e-02,8.7875e-02,1.6266e-02,1.2512e-02,5.5389e-02,5.7114e-02,4.7836e-02,1.0098e-01,2.5604e-02,8.4412e-02,1.3062e-01,2.0752e-02,7.1808e-02,9.3231e-03,3.0121e-02,3.0670e-03,6.6223e-02,4.6310e-02,3.4241e-02,5.0369e-02,9.8770e-02,6.3171e-02,9.4727e-02,5.8792e-02,3.7338e-02,-1.0965e-01,-1.0034e-01,1.5335e-02,-2.1362e-02,-1.3249e-01,-1.5015e-02,-6.0760e-02,-4.3289e-02,-7.5104e-02,-1.0966e-01,-1.3011e-01,-3.9337e-02,-3.0121e-02,1.5732e-02,8.0978e-02,4.5486e-02,9.5215e-02,1.5762e-02,3.7506e-02,5.8182e-02,8.4473e-02,9.8450e-02,1.6342e-02,5.3482e-02,6.4377e-02,5.9067e-02,-9.5337e-02,-5.9250e-02,-1.8008e-01,-2.5317e-01,-2.3911e-02,-8.0368e-02,-6.7474e-02,-8.0551e-02,-1.7223e-01,-2.4245e-01,-4.1321e-02,3.5599e-02,-1.0463e-01,-5.2353e-02,-4.2358e-02,-6.1432e-02,-1.4415e-01,-1.0310e-01,-1.2764e-01,-3.2959e-02,-1.4058e-01,-1.8355e-01,-2.0810e-01,-1.4513e-01,-1.8794e-01,-1.1494e-01,-1.3216e-01,-2.1382e-01
-1.4565e-01,-1.5910e-01,-9.7244e-02,-1.2013e-01,-2.6245e-02,-4.8401e-02,2.9587e-02,-1.8295e-02,-8.5022e-02,-9.2484e-02,-1.6687e-01,6.0806e-02,-4.5227e-02,-1.5457e-02,-6.2714e-03,-7.4310e-03,-7.1869e-03,4.5319e-03,5.4626e-03,-5.8029e-02,-7.7759e-02,-1.0132e-02,5.8304e-02,1.2886e-01,9.3979e-02,9.8969e-02,4.9866e-02,1.1609e-01,6.2134e-02,5.7465e-02,9.6756e-02,1.5794e-01,3.7323e-02,1.1287e-01,1.1417e-01,1.2201e-01,1.4430e-01,1.2772e-01,2.7847e-02,1.7250e-01,1.4561e-01,7.4585e-02,-1.0452e-02,8.3084e-02,1.0532e-01,1.0805e-01,1.7140e-01,1.1644e-01,7.7209e-02,1.5460e-01,8.8547e-02,5.5801e-02,6.1462e-02,5.6824e-02,4.1626e-02,7.2159e-02,5.7938e-02,1.1400e-01,1.8570e-02,8.6151e-02,8.3145e-02,-2.6947e-02,-7.9498e-02,-4.4846e-02,-2.5299e-02,5.0049e-02,5.9799e-02,4.6600e-02,2.5940e-03,7.2662e-02,1.1250e-01,1.1102e-01,3.1128e-03,-2.3056e-02,-5.2811e-02,-1.3199e-02,-8.0505e-02,-1.3672e-01,-8.7296e-02,-8.8104e-02,-1.1432e-01,4.5074e-02,-1.0420e-01,-4.4174e-02,-3.1265e-02,-2.8763e-02,-4.0894e-03,-3.9917e-02,1.7303e-02,1.1974e-01,1.1032e-02,3.0441e-02,1.1501e-01,5.2856e-02,6.2408e-02,7.8674e-02,9.6436e-03,1.4862e-01,1.0269e-01,-6.8146e-02,-8.0048e-02,-3.1784e-02,-6.6925e-02,-3.1555e-01,-1.3077e-01,-3.5950e-02,-1.2582e-01,-9.3796e-02,-1.7052e-01,-1.0771e-01,-1.5791e-01,8.9569e-03,-1.3190e-01,-5.0369e-02,-9.3903e-02,-6.1859e-02,-5.2353e-02,-1.4572e-01,-1.9669e-02,-1.3057e-01,-1.2468e-01,-1.4743e-01,-1.7090e-01,-2.2382e-01,-2.0445e-01,-1.0013e-01,-2.0877e-01,-1.7422e-01
-9.2926e-02,-1.8803e-01,-1.2021e-01,-5.0903e-02,-1.7201e-01,-6.4972e-02,-4.5517e-02,2.2324e-02,-3.5049e-02,-1.1902e-01,-9.6146e-02,-5.7022e-02,-1.0216e-01,5.1346e-02,-2.2476e-02,2.4750e-02,-3.0380e-02,7.2723e-02,1.2787e-02,-6.1615e-02,6.3431e-02,-1.9882e-02,7.1411e-03,-1.9135e-02,1.0544e-02,5.9738e-02,-2.9556e-02,6.1356e-02,-1.4145e-02,9.4849e-02,1.1414e-01,-6.2714e-03,-6.3171e-03,1.3783e-01,7.3318e-02,1.0799e-01,7.0801e-02,1.5091e-01,9.3323e-02,1.4996e-01,8.7051e-02,6.8161e-02,3.8010e-02,7.8552e-02,1.2015e-01,-2.7466e-04,8.7128e-02,5.5237e-02,-2.5223e-02,-1.0071e-03,-5.5923e-02,2.6108e-02,1.0233e-01,7.9224e-02,8.5403e-02,-1.2070e-02,6.4392e-03,6.7123e-02,1.1086e-01,1.2053e-01,1.2360e-03,-1.4796e-01,-9.9579e-02,-1.3443e-01,-6.1874e-02,-1.0956e-02,9.5062e-03,1.7915e-01,1.1186e-01,-1.0132e-02,8.6395e-02,2.9312e-02,-1.5137e-02,-8.9523e-02,-9.3323e-02,-7.2952e-02,-8.2260e-02,-2.1927e-02,-3.7079e-03,-8.4305e-02,-5.6183e-02,-9.5474e-02,-5.1361e-02,-7.9041e-02,-7.6324e-02,-9.6741e-02,-8.5571e-02,1.7120e-02,9.4849e-02,1.0406e-01,-7.6294e-04,1.5076e-01,1.9644e-01,1.0088e-01,1.2798e-01,7.9987e-02,-2.3102e-02,5.2292e-02,1.2325e-01,7.0541e-02,-1.2215e-01,-5.5771e-02,-1.3878e-01,-1.1470e-01,3.1815e-02,-1.2648e-01,-1.3623e-01,-2.1481e-01,7.1716e-03,-3.7231e-03,2.2888e-04,-5.4108e-02,-1.3881e-01,-1.7278e-01,-8.7570e-02,-6.2057e-02,-2.1107e-01,-9.6558e-02,-1.1246e-02,-1.0709e-01,-2.0012e-01,-6.7322e-02,-1.1285e-01,-1.8098e-01,-1.4693e-01,-2.1732e-01,-1.6359e-01,-9.1125e-02
-1.9238e-01,-1.3136e-01,-4.5319e-03,-1.2732e-01,-1.5434e-01,-1.0616e-01,-9.9411e-02,-3.7781e-02,-2.9755e-02,-5.8411e-02,-6.0501e-02,-2.7390e-02,-3.7796e-02,9.7946e-02,9.7366e-02,7.0953e-03,5.3345e-02,2.4094e-02,-7.3547e-03,2.7588e-02,-1.9211e-02,3.8361e-02,-4.1733e-02,5.8151e-02,3.2867e-02,-3.9719e-02,9.5612e-02,1.6371e-01,1.0139e-01,1.5259e-03,1.0690e-01,7.9437e-02,6.5201e-02,6.4056e-02,3.4515e-02,1.1273e-01,1.1063e-01,2.0616e-01,1.2029e-01,8.3221e-02,7.2861e-02,1.2628e-01,3.1769e-02,8.6807e-02,6.8100e-02,-3.2379e-02,1.0590e-02,7.4936e-02,5.7632e-02,8.2825e-02,6.7535e-02,1.5727e-01,1.2650e-01,4.8615e-02,5.0461e-02,2.3499e-02,6.4453e-02,8.8196e-02,2.3346e-03,1.5198e-02,2.8687e-03,-4.2496e-02,-3.9215e-02,-8.1299e-02,-1.7715e-02,7.3212e-02,3.4515e-02,6.7596e-02,5.0140e-02,-8.6975e-03,-4.4250e-02,-5.2948e-03,-2.8488e-02,-8.6136e-02,-2.9434e-02,5.4718e-02,-1.2735e-01,-3.8177e-02,-7.6279e-02,-4.4983e-02,-4.2694e-02,-3.3234e-02,-7.7667e-02,-1.1380e-01,-7.0328e-02,3.4286e-02,1.7197e-02,2.8610e-02,6.5109e-02,2.9449e-02,1.1977e-01,6.3461e-02,1.3759e-01,1.3811e-01,2.1500e-02,2.6886e-02,3.3646e-02,9.3948e-02,-3.1555e-02,1.7929e-02,-5.5801e-02,-1.4969e-02,-5.9769e-02,-1.7418e-01,-3.4561e-02,-9.4513e-02,-8.7341e-02,-1.3873e-01,-3.7857e-02,-1.5895e-01,-1.0927e-01,-1.1800e-01,-1.0823e-01,-1.0600e-01,-6.3171e-02,-5.0323e-02,-8.3878e-02,-9.4193e-02,-1.0049e-01,-1.3177e-01,-1.8726e-01,-1.1902e-01,-1.1111e-01,-1.5768e-01,-2.0412e-01,-6.1295e-02,-7.6874e-02,-8.7875e-02
-1.9951e-01,-1.4333e-01,-1.2570e-01,-1.5736e-01,-1.2228e-01,-7.5623e-02,-6.8954e-02,-1.3336e-01,-1.0010e-01,-9.5871e-02,-6.6315e-02,4.4327e-02,2.9816e-02,9.0683e-02,9.3704e-02,-3.9505e-02,-4.7058e-02,-1.0696e-01,-5.6107e-02,-6.8268e-02,6.5308e-03,-4.5624e-03,-2.0462e-02,1.6327e-02,9.8709e-02,1.8204e-02,1.2480e-01,1.2663e-01,1.0019e-01,5.4794e-02,7.5089e-02,3.6407e-02,2.1606e-02,6.9046e-02,1.2064e-01,7.8644e-02,7.8125e-03,1.0165e-01,1.1108e-01,6.3965e-02,1.2538e-01,6.6925e-02,-2.2934e-02,7.1106e-03,1.2111e-01,7.6599e-02,3.1616e-02,5.7312e-02,9.5184e-02,3.8452e-03,7.0190e-03,2.2156e-02,7.0038e-02,6.9992e-02,-7.0801e-03,7.1259e-02,8.1329e-03,1.0391e-02,4.5395e-02,1.8158e-03,6.7902e-03,1.6983e-02,-1.1597e-01,-1.0979e-01,7.5333e-02,2.7649e-02,2.6245e-02,1.5259e-05,4.8828e-03,3.2883e-02,2.6779e-02,1.1429e-02,-3.9886e-02,2.3682e-02,-5.5756e-02,-1.7273e-02,-8.3771e-02,-3.2303e-02,-1.9501e-02,-9.0607e-02,-1.9247e-01,-1.0001e-01,-1.1040e-01,-1.1972e-01,1.6815e-02,1.3641e-02,6.2408e-02,9.0790e-03,-4.0588e-03,2.1912e-02,-6.3889e-02,-5.1880e-04,2.4109e-02,8.5938e-02,4.0237e-02,2.7069e-02,8.6533e-02,8.4595e-02,8.7128e-03,1.0696e-02,1.9745e-02,-8.4534e-02,4.8126e-02,-5.0888e-02,-8.6029e-02,-1.0541e-01,-9.9213e-02,-2.0828e-02,-6.3293e-02,-4.6860e-02,-1.4929e-01,-1.3052e-01,-1.3600e-01,-8.1741e-02,-6.4651e-02,-9.2941e-02,-6.0104e-02,-4.8584e-02,-1.2349e-01,-7.0343e-03,-1.6815e-01,-1.7502e-01,-1.4967e-01,-1.7384e-01,-1.9582e-01,-1.8896e-01,-1.2024e-01,-8.0322e-02
-2.5194e-01,-1.6098e-01,-1.0899e-01,-1.7383e-01,-2.3247e-01,-6.5048e-02,1.7761e-02,-4.5624e-02,-2.7786e-02,-7.9483e-02,-1.2207e-01,-2.4200e-02,-7.1716e-04,-2.9388e-02,1.0120e-01,1.4496e-02,1.3123e-03,5.2841e-02,-5.2994e-02,-2.3926e-02,-7.8476e-02,6.6635e-02,5.0812e-03,-2.1362e-03,3.9536e-02,1.0982e-01,1.0789e-01,-1.9150e-02,8.2169e-02,7.3746e-02,8.1345e-02,9.5490e-02,6.2485e-02,9.1034e-02,9.9594e-02,1.2958e-01,1.4673e-01,6.2515e-02,-2.3743e-02,5.1132e-02,1.1946e-01,1.1441e-01,2.6840e-02,6.3095e-02,-1.1963e-02,4.3076e-02,3.1494e-02,9.5505e-02,3.4576e-02,-5.3146e-02,8.3923e-03,1.1789e-01,2.3865e-02,1.2405e-02,-7.8064e-02,4.2892e-02,7.0496e-03,1.0181e-01,5.0278e-02,9.1125e-02,2.4460e-02,1.0199e-01,3.7720e-02,-6.2256e-03,-7.0999e-02,3.6896e-02,4.3488e-03,-2.7664e-02,3.2455e-02,2.9083e-02,5.5710e-02,-9.0912e-02,-8.3771e-02,1.8814e-02,5.5603e-02,7.2327e-03,-2.0599e-02,-7.2113e-02,-5.6152e-03,-1.4542e-02,-4.7073e-02,-4.4601e-02,4.6173e-02,-1.3864e-01,-4.1885e-02,2.2491e-02,-4.3335e-03,-2.4734e-02,-7.6157e-02,-3.2654e-03,-1.9455e-02,7.0724e-02,9.9823e-02,1.1906e-01,4.7089e-02,1.7258e-02,8.2123e-02,7.2037e-02,-3.9017e-02,6.7032e-02,-3.0167e-02,-1.3367e-01,-5.8014e-02,-1.1180e-01,-8.8394e-02,-3.6880e-02,-9.6146e-02,-1.0223e-01,-9.6680e-02,-5.7068e-02,-6.7535e-02,-1.6513e-01,-7.6004e-02,-2.4353e-02,-9.1629e-02,-3.3783e-02,-7.9514e-02,-7.2372e-02,-1.4995e-01,-1.1563e-01,-1.3316e-01,-3.2974e-02,-7.4570e-02,-1.9485e-01,-2.2545e-01,-2.7090e-01,-1.3762e-01,-1.2056e-01
-2.1638e-01,-9.1187e-02,-1.2813e-01,-1.3834e-01,-1.2846e-01,-2.6337e-02,3.5416e-02,-3.1952e-02,-1.0773e-02,-1.3101e-01,-1.2241e-01,9.3079e-04,3.3356e-02,-1.0925e-02,8.7097e-02,1.1411e-01,5.0537e-02,1.3167e-01,1.1531e-01,3.4683e-02,-2.6306e-02,6.3370e-02,5.2658e-02,6.2073e-02,1.9333e-02,7.5684e-03,2.3056e-02,5.9875e-02,7.8735e-02,-4.0039e-02,4.9484e-02,1.0016e-01,1.7471e-02,1.0957e-01,4.8843e-02,5.6381e-02,7.4188e-02,5.1025e-02,4.6722e-02,-1.8829e-02,6.8146e-02,-2.9297e-03,1.2727e-01,1.0751e-01,8.6899e-02,-3.7033e-02,8.4518e-02,-4.3243e-02,2.8824e-02,-4.5181e-02,-6.9977e-02,3.5736e-02,3.0746e-02,-7.6904e-03,4.5135e-02,9.5398e-02,3.8315e-02,3.4927e-02,9.1553e-03,1.6785e-02,4.5013e-02,4.1946e-02,-3.8498e-02,-1.5656e-01,-1.9119e-01,-1.6164e-01,-2.0004e-02,6.8787e-02,3.4363e-02,-6.3339e-02,-8.6517e-03,1.2459e-01,1.1978e-02,6.7154e-02,-1.4297e-02,-2.7344e-02,1.0529e-03,3.7216e-02,-1.5823e-02,-5.3879e-02,-9.9243e-02,1.1978e-02,-6.0196e-02,-3.9062e-02,2.6169e-02,-3.6972e-02,5.0201e-02,2.1545e-02,6.1050e-02,5.6763e-03,9.8526e-02,2.0615e-02,5.8701e-02,2.9938e-02,9.0805e-02,3.5995e-02,8.1451e-02,4.1656e-03,5.1239e-02,1.0880e-01,1.0020e-01,4.7607e-03,-5.2887e-02,-6.7642e-02,-5.9662e-02,6.7444e-03,-9.4330e-02,-1.2018e-01,-1.2820e-01,-7.9391e-02,-1.1690e-01,-1.0452e-01,-1.6518e-01,-9.2484e-02,-7.9819e-02,-6.8451e-02,-1.3419e-01,-1.5085e-01,-1.6884e-01,-1.2355e-01,-9.8541e-02,-1.5263e-01,-2.7449e-01,-1.5619e-01,-1.2694e-01,-1.6083e-01,-1.5002e-01,-1.6765e-01
-7.3593e-02,-1.3078e-01,-5.9021e-02,-5.9982e-02,-1.0118e-01,-8.2520e-02,2.2781e-02,-6.1371e-02,1.0696e-02,-5.6839e-02,-1.1435e-01,6.1493e-02,-4.5013e-02,1.1270e-01,8.7601e-02,6.8771e-02,2.2125e-02,7.1091e-02,7.9346e-03,3.7994e-03,1.1021e-01,1.2131e-01,7.0847e-02,1.5292e-01,1.4079e-01,6.3278e-02,6.2820e-02,2.8824e-02,1.0915e-01,8.6975e-02,9.9304e-02,9.5520e-03,6.4941e-02,4.9927e-02,-1.0101e-02,1.1131e-01,1.1682e-01,1.7220e-01,1.0382e-01,1.0274e-01,-5.1605e-02,8.7555e-02,5.1941e-02,2.3621e-02,5.7190e-02,1.4969e-02,3.4515e-02,1.2970e-02,-2.0416e-02,-3.4637e-02,9.4055e-02,-5.7526e-03,-4.4998e-02,-2.5543e-02,3.2028e-02,3.3875e-02,-3.1387e-02,-3.2516e-02,7.9483e-02,5.2109e-02,-2.7176e-02,1.2021e-01,8.9386e-02,-5.3833e-02,-1.1917e-01,-2.3499e-03,-3.4561e-02,-1.8921e-02,1.4587e-02,3.4729e-02,1.0526e-01,5.1361e-02,-1.4191e-03,4.0070e-02,4.4693e-02,-7.0801e-03,-7.5394e-02,-5.4474e-02,-4.8248e-02,-2.8351e-02,-1.1220e-01,-5.5389e-02,-9.0485e-02,-5.1910e-02,-1.3138e-02,-6.2988e-02,-1.4496e-02,4.1031e-02,1.1821e-01,5.3406e-03,5.7129e-02,3.5858e-02,9.2758e-02,1.2131e-01,2.4582e-02,5.3284e-02,4.2709e-02,-2.0920e-02,9.1400e-02,4.5547e-02,-8.2855e-03,3.9444e-02,4.3640e-03,6.3629e-03,-5.3268e-02,-7.1472e-02,3.9154e-02,-5.9998e-02,-6.0318e-02,-1.6086e-01,-9.3918e-02,-1.5039e-01,-7.8171e-02,-1.0254e-01,-1.9534e-01,-5.0110e-02,-1.4702e-01,-9.3689e-02,-1.5448e-01,-1.6768e-01,-1.5211e-01,-1.8443e-01,-1.7818e-01,-1.8985e-01,-2.4089e-01,-1.7351e-01,-2.9846e-01,-1.2689e-01
-5.5939e-02,-1.1349e-01,-8.9188e-02,-4.5425e-02,-1.5469e-01,-1.1101e-01,-3.3905e-02,-3.0273e-02,-1.2650e-02,-4.3716e-02,1.0654e-01,6.1493e-03,1.4603e-02,6.2592e-02,-5.7739e-02,-1.8616e-03,1.2299e-02,3.0289e-02,1.2886e-01,2.1729e-02,1.1229e-01,9.7427e-02,5.9479e-02,1.8901e-01,1.0727e-01,1.0800e-01,9.3262e-02,-6.3324e-03,8.2184e-02,1.0088e-01,3.0823e-03,2.0065e-02,-1.2589e-02,6.1264e-02,9.0652e-02,8.8638e-02,7.5104e-02,5.4688e-02,-5.4077e-02,7.6950e-02,3.4805e-02,5.7831e-03,3.3340e-02,6.4804e-02,-2.9114e-02,4.3396e-02,5.7205e-02,9.1553e-05,-3.1769e-02,-1.0376e-03,-5.3772e-02,5.1285e-02,-7.8018e-02,2.3209e-02,-2.1255e-02,-6.5048e-02,-2.5497e-02,2.8397e-02,3.7659e-02,2.0248e-02,3.9337e-02,-2.7267e-02,6.6269e-02,3.8574e-02,-1.8494e-02,1.4954e-03,1.5717e-03,-5.1117e-02,2.0584e-02,-1.0533e-01,6.5002e-03,-2.4857e-02,-4.5471e-03,4.4418e-02,3.9886e-02,-6.7245e-02,-4.8950e-02,2.0447e-02,-9.4193e-02,2.1393e-02,-1.0385e-01,-1.4110e-01,3.6469e-03,5.3406e-04,-2.2781e-02,5.1880e-04,4.7729e-02,9.4788e-02,5.8716e-02,1.4700e-01,1.0786e-01,5.6671e-02,1.6678e-02,5.4245e-02,-7.5073e-03,-5.9570e-02,8.6594e-02,7.4692e-02,-1.5259e-02,1.1615e-01,1.2930e-01,7.2235e-02,4.5502e-02,6.2378e-02,-3.0106e-02,4.8523e-03,-4.4968e-02,-4.5990e-02,-5.9677e-02,-6.5674e-02,-1.1386e-01,-5.8029e-02,-2.0523e-01,-1.8066e-01,-1.2282e-01,-1.1761e-01,-1.8173e-01,-2.0134e-01,-1.9962e-01,-1.8719e-01,-1.2981e-01,-1.9565e-01,-1.7015e-01,-1.9984e-01,-2.0894e-01,-2.0956e-01,-2.2479e-01,-1.6400e-01
