0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00
4.4502e-06,-5.3828e-04,-9.8890e-04,-1.1726e-03,-1.7285e-03,-2.0936e-03,-2.3459e-03,-2.5408e-03,-2.0313e-03,-1.0511e-03,-5.4201e-04,-3.0312e-04,-3.5851e-04,-5.0653e-04,-3.6305e-04
6.0233e-05,-1.1337e-03,-2.3005e-03,-2.7471e-03,-3.6323e-03,-3.9250e-03,-4.0802e-03,-4.0672e-03,-2.9714e-03,-1.2673e-03,-4.7201e-04,-3.9559e-04,-7.1249e-04,-1.0204e-03,-6.5977e-04
-6.8962e-05,-2.0411e-03,-3.8653e-03,-4.4595e-03,-5.5303e-03,-5.6160e-03,-5.5692e-03,-5.2809e-03,-3.7213e-03,-1.4086e-03,-2.6242e-04,-5.0756e-04,-1.2979e-03,-1.5960e-03,-8.8211e-04
-3.6617e-04,-3.2213e-03,-5.7285e-03,-6.5303e-03,-7.5206e-03,-7.0497e-03,-6.8082e-03,-6.2816e-03,-4.2247e-03,-1.4467e-03,-5.5689e-05,-6.5475e-04,-2.0656e-03,-2.2734e-03,-1.0242e-03
-5.2235e-04,-4.5832e-03,-8.1904e-03,-9.3307e-03,-1.0237e-02,-9.3095e-03,-8.8940e-03,-8.0968e-03,-5.7475e-03,-2.5644e-03,-8.0822e-04,-1.7873e-03,-3.6596e-03,-3.4317e-03,-1.3999e-03
-5.3501e-04,-5.8560e-03,-1.0757e-02,-1.2535e-02,-1.3561e-02,-1.2251e-02,-1.1922e-02,-1.0952e-02,-8.0850e-03,-4.5098e-03,-2.5004e-03,-3.9270e-03,-6.1422e-03,-5.1688e-03,-2.0511e-03
-3.6600e-04,-6.8431e-03,-1.3191e-02,-1.5825e-02,-1.6873e-02,-1.5190e-02,-1.5205e-02,-1.4368e-02,-1.0959e-02,-6.8359e-03,-4.5354e-03,-6.4035e-03,-8.9787e-03,-7.3391e-03,-3.0136e-03
-4.1994e-04,-8.1022e-03,-1.5337e-02,-1.8166e-02,-1.9348e-02,-1.7246e-02,-1.7791e-02,-1.7071e-02,-1.2768e-02,-8.0881e-03,-5.7346e-03,-8.3810e-03,-1.1535e-02,-9.2200e-03,-3.5495e-03
3.9491e-04,-7.6456e-03,-1.4477e-02,-1.6936e-02,-1.9339e-02,-1.8074e-02,-1.8864e-02,-1.7348e-02,-1.1656e-02,-6.2607e-03,-3.9969e-03,-7.5530e-03,-1.2248e-02,-1.0393e-02,-4.0486e-03
3.3158e-04,-8.1198e-03,-1.4735e-02,-1.7000e-02,-1.9915e-02,-1.8587e-02,-1.9065e-02,-1.7456e-02,-1.1318e-02,-5.1337e-03,-2.7189e-03,-6.1123e-03,-1.1490e-02,-9.7070e-03,-3.1156e-03
-1.1704e-03,-9.2771e-03,-1.5322e-02,-1.7559e-02,-1.9840e-02,-1.7343e-02,-1.7194e-02,-1.6711e-02,-1.1446e-02,-5.4362e-03,-2.3170e-03,-4.9046e-03,-9.9219e-03,-6.9012e-03,-6.3720e-04
-2.4476e-03,-1.0907e-02,-1.7901e-02,-2.0539e-02,-2.1493e-02,-1.8234e-02,-1.7382e-02,-1.7269e-02,-1.2901e-02,-8.0334e-03,-5.1762e-03,-7.3152e-03,-1.1515e-02,-6.3886e-03,6.9676e-04
-5.2478e-03,-1.4641e-02,-2.2349e-02,-2.5615e-02,-2.5417e-02,-2.1652e-02,-2.0337e-02,-2.0944e-02,-1.7226e-02,-1.2723e-02,-9.7441e-03,-9.3520e-03,-1.0716e-02,-4.1002e-03,2.6618e-03
-7.2523e-03,-1.4533e-02,-2.0142e-02,-2.3212e-02,-2.2374e-02,-1.8489e-02,-1.8171e-02,-1.9720e-02,-1.6375e-02,-1.3172e-02,-1.1184e-02,-9.1882e-03,-8.4586e-03,-2.0187e-03,4.3334e-03
-7.0366e-03,-1.2265e-02,-1.6649e-02,-1.9369e-02,-1.7205e-02,-1.2719e-02,-1.3287e-02,-1.5559e-02,-1.3143e-02,-1.2608e-02,-1.2631e-02,-1.0242e-02,-8.9537e-03,-2.5295e-03,4.3690e-03
-5.9625e-03,-9.7600e-03,-1.2182e-02,-1.3520e-02,-1.0778e-02,-7.1007e-03,-8.6588e-03,-1.1876e-02,-1.1073e-02,-1.2363e-02,-1.3672e-02,-1.1132e-02,-9.6726e-03,-3.0634e-03,3.9363e-03
-6.2735e-03,-9.5290e-03,-1.0608e-02,-1.0500e-02,-6.9164e-03,-3.0104e-03,-5.0403e-03,-8.7774e-03,-7.9462e-03,-9.4731e-03,-1.0308e-02,-7.7847e-03,-8.4254e-03,-3.6635e-03,3.5266e-03
-6.6826e-03,-8.7022e-03,-8.0827e-03,-7.3313e-03,-3.8155e-03,1.0314e-03,-5.0375e-04,-4.7145e-03,-5.4770e-03,-8.7955e-03,-8.2895e-03,-4.7640e-03,-6.6054e-03,-2.0507e-03,4.8653e-03
-5.7114e-03,-5.9290e-03,-4.7355e-03,-3.6371e-03,-1.0209e-04,4.0573e-03,1.3302e-03,-3.1280e-03,-4.6909e-03,-9.5155e-03,-8.3158e-03,-4.6342e-03,-7.3926e-03,-2.6727e-03,4.8796e-03
-5.7336e-03,-5.3325e-03,-3.1742e-03,-2.1756e-03,-9.7766e-04,1.7222e-03,-1.9014e-03,-5.6514e-03,-7.1052e-03,-1.2494e-02,-1.0586e-02,-6.7966e-03,-9.1490e-03,-3.6690e-03,5.0228e-03
-5.2821e-03,-4.3669e-03,-2.3033e-03,-2.0551e-03,-2.0455e-03,-6.6804e-04,-5.7974e-03,-9.0436e-03,-1.0930e-02,-1.7154e-02,-1.5423e-02,-1.0961e-02,-1.0996e-02,-3.7322e-03,5.5839e-03
-4.6568e-03,-2.5977e-03,1.2172e-04,3.2489e-04,-1.2324e-03,-1.1044e-03,-7.5231e-03,-1.1828e-02,-1.3671e-02,-1.9725e-02,-1.9135e-02,-1.4483e-02,-1.1929e-02,-3.5483e-03,5.8198e-03
-4.3493e-03,-5.1481e-04,3.8863e-03,4.1497e-03,1.8988e-03,1.7093e-03,-5.7584e-03,-1.0624e-02,-1.2824e-02,-1.9941e-02,-2.1161e-02,-1.6489e-02,-1.1978e-02,-2.5605e-03,6.7809e-03
-3.7875e-03,1.4987e-03,7.1126e-03,7.1693e-03,4.0639e-03,4.2825e-03,-3.1235e-03,-7.8715e-03,-1.0303e-02,-1.8816e-02,-2.1697e-02,-1.7651e-02,-1.0966e-02,7.2388e-05,8.1329e-03
-4.8555e-03,1.6283e-04,6.9817e-03,7.7982e-03,5.5452e-03,7.2386e-03,1.0190e-03,-2.8627e-03,-5.3440e-03,-1.5473e-02,-2.0735e-02,-1.7608e-02,-9.1836e-03,3.0561e-03,9.5835e-03
-6.2900e-03,-2.3306e-03,5.3957e-03,6.8029e-03,4.8214e-03,8.3021e-03,4.2141e-03,1.5253e-03,-1.4909e-03,-1.3081e-02,-1.9419e-02,-1.7281e-02,-8.4868e-03,4.4214e-03,1.0294e-02
-7.2283e-03,-4.0166e-03,3.9520e-03,5.5744e-03,3.9224e-03,7.9673e-03,5.3428e-03,4.0748e-03,3.5716e-04,-1.2824e-02,-1.9795e-02,-1.8218e-02,-9.5640e-03,3.3796e-03,9.5858e-03
-7.6992e-03,-5.0127e-03,3.1427e-03,4.9647e-03,2.9993e-03,6.7157e-03,5.3081e-03,5.2214e-03,1.5382e-03,-1.2161e-02,-1.9738e-02,-1.8765e-02,-1.1076e-02,1.3067e-03,8.4438e-03
-8.3052e-03,-6.0628e-03,2.2679e-03,4.7387e-03,2.7066e-03,5.4998e-03,5.2344e-03,6.4595e-03,2.5321e-03,-1.1800e-02,-1.9858e-02,-1.8835e-02,-1.1684e-02,3.8130e-04,8.1567e-03
-8.4842e-03,-6.5990e-03,1.7499e-03,4.5179e-03,2.3522e-03,4.3279e-03,3.8706e-03,4.9219e-03,1.2158e-03,-1.2564e-02,-2.0815e-02,-2.0066e-02,-1.3245e-02,-1.3646e-03,7.1774e-03
-8.5795e-03,-6.9066e-03,1.3049e-03,3.8770e-03,1.5018e-03,2.7470e-03,2.0248e-03,3.1935e-03,-6.8113e-04,-1.4052e-02,-2.1711e-02,-2.0958e-02,-1.4911e-02,-3.3788e-03,6.1772e-03
-8.0979e-03,-7.3858e-03,-2.3065e-05,2.7528e-03,4.0198e-04,8.0346e-04,1.5166e-04,9.1280e-04,-3.0115e-03,-1.5567e-02,-2.2459e-02,-2.1524e-02,-1.6264e-02,-4.7994e-03,5.0382e-03
-7.3186e-03,-6.7964e-03,-1.9795e-04,2.5114e-03,-9.2948e-05,-3.5425e-04,-5.5659e-04,5.9376e-04,-3.0314e-03,-1.4155e-02,-1.9768e-02,-1.8290e-02,-1.3823e-02,-4.2458e-03,4.5439e-03
-6.7567e-03,-7.0351e-03,-1.5242e-03,1.2107e-03,-1.3512e-03,-1.6076e-03,-1.3263e-03,1.9045e-05,-2.6483e-03,-1.2057e-02,-1.7342e-02,-1.6244e-02,-1.2188e-02,-3.5795e-03,4.2810e-03
-5.7265e-03,-6.0738e-03,-1.0408e-03,1.6873e-03,-9.2937e-04,-9.6041e-04,-6.5077e-04,1.8735e-04,-1.5978e-03,-9.3908e-03,-1.4293e-02,-1.3413e-02,-9.8992e-03,-2.9153e-03,3.7087e-03
-3.9166e-03,-4.4524e-03,-2.4910e-04,2.4672e-03,2.3202e-04,3.0015e-04,3.9474e-04,6.9232e-04,-3.6000e-04,-6.4853e-03,-1.1161e-02,-1.0337e-02,-7.4537e-03,-2.6863e-03,2.4304e-03
-2.5015e-03,-3.4741e-03,-9.9269e-04,1.4160e-03,5.7138e-05,1.1520e-04,1.0532e-04,1.4839e-04,-4.1109e-04,-5.3674e-03,-9.8243e-03,-8.8550e-03,-6.4781e-03,-3.2294e-03,1.1883e-03
-8.0014e-04,-1.2624e-03,3.8754e-04,2.5446e-03,1.6958e-03,1.4586e-03,1.6218e-03,2.0481e-03,1.7611e-03,-2.9090e-03,-7.6657e-03,-6.7341e-03,-5.0629e-03,-3.6639e-03,-1.0601e-04
-2.3542e-05,-9.0379e-04,1.7754e-05,2.2719e-03,2.3404e-03,2.1544e-03,2.2768e-03,2.8888e-03,2.6101e-03,-1.3406e-03,-5.6078e-03,-5.0824e-03,-4.3951e-03,-4.4266e-03,-1.4843e-03
2.4952e-04,-1.2926e-03,-7.2849e-04,1.7455e-03,2.1886e-03,2.1312e-03,2.6849e-03,2.7979e-03,1.4486e-03,-1.3381e-03,-4.0487e-03,-3.8974e-03,-3.8067e-03,-4.2407e-03,-1.9589e-03
2.5509e-04,-1.6616e-03,-1.6397e-03,-3.3409e-04,-6.0800e-04,-8.8386e-04,7.4531e-05,-7.0353e-05,-2.1302e-03,-3.1901e-03,-4.0939e-03,-4.3403e-03,-3.8901e-03,-3.5929e-03,-1.9331e-03
3.9642e-04,-1.9516e-03,-2.6652e-03,-2.7694e-03,-4.0127e-03,-4.4039e-03,-2.9446e-03,-3.2041e-03,-5.1713e-03,-4.3129e-03,-3.6533e-03,-4.6305e-03,-4.2768e-03,-2.9524e-03,-1.7999e-03
