0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00
-8.1893e-04,-1.5981e-03,-2.4818e-03,-3.3333e-03,-3.9460e-03,-4.3842e-03,-4.7047e-03,-5.2637e-03,-5.8350e-03,-6.3158e-03,-6.9736e-03,-7.7384e-03,-8.6430e-03,-9.8227e-03,-1.0838e-02,-1.1646e-02,-1.2518e-02,-1.3415e-02,-1.4291e-02,-1.5166e-02,-1.6191e-02,-1.7114e-02,-1.8217e-02,-1.9057e-02,-1.9633e-02,-2.0353e-02,-2.1013e-02,-2.1519e-02,-2.2148e-02,-2.2900e-02,-2.2948e-02,-2.3106e-02,-2.3330e-02,-2.3381e-02,-2.3779e-02,-2.4153e-02,-2.4513e-02,-2.4150e-02,-2.3321e-02,-2.2747e-02,-2.2441e-02,-2.2363e-02,-2.1665e-02,-2.0114e-02,-1.8833e-02,-1.7968e-02,-1.7517e-02,-1.6944e-02,-1.6084e-02,-1.4960e-02,-1.3998e-02,-1.3475e-02,-1.2558e-02,-1.1236e-02,-9.7941e-03,-9.0199e-03,-7.8939e-03,-6.4521e-03,-4.9455e-03,-3.3593e-03,-2.1569e-03,-1.0046e-03,-3.6269e-04
-1.7697e-03,-3.4810e-03,-5.3428e-03,-7.1776e-03,-8.5216e-03,-9.5005e-03,-1.0248e-02,-1.1404e-02,-1.2653e-02,-1.3782e-02,-1.5286e-02,-1.7048e-02,-1.9001e-02,-2.1471e-02,-2.3596e-02,-2.5281e-02,-2.7112e-02,-2.8996e-02,-3.0893e-02,-3.2733e-02,-3.4908e-02,-3.6946e-02,-3.9424e-02,-4.1395e-02,-4.2773e-02,-4.4430e-02,-4.5878e-02,-4.6979e-02,-4.8419e-02,-5.0170e-02,-5.0298e-02,-5.0518e-02,-5.0955e-02,-5.1018e-02,-5.1811e-02,-5.2586e-02,-5.3294e-02,-5.2512e-02,-5.0697e-02,-4.9447e-02,-4.8737e-02,-4.8448e-02,-4.6975e-02,-4.3590e-02,-4.0762e-02,-3.8908e-02,-3.8007e-02,-3.6791e-02,-3.4869e-02,-3.2401e-02,-3.0318e-02,-2.9169e-02,-2.7147e-02,-2.4361e-02,-2.1321e-02,-1.9546e-02,-1.6973e-02,-1.3851e-02,-1.0659e-02,-7.2357e-03,-4.4852e-03,-1.8976e-03,-5.7737e-04
-2.8630e-03,-5.6760e-03,-8.6274e-03,-1.1488e-02,-1.3607e-02,-1.5182e-02,-1.6467e-02,-1.8331e-02,-2.0394e-02,-2.2367e-02,-2.4968e-02,-2.7989e-02,-3.1118e-02,-3.4936e-02,-3.8210e-02,-4.0805e-02,-4.3700e-02,-4.6688e-02,-4.9738e-02,-5.2656e-02,-5.6195e-02,-5.9596e-02,-6.3748e-02,-6.7152e-02,-6.9504e-02,-7.2243e-02,-7.4604e-02,-7.6406e-02,-7.8818e-02,-8.1712e-02,-8.1850e-02,-8.1969e-02,-8.2501e-02,-8.2578e-02,-8.3804e-02,-8.4908e-02,-8.5862e-02,-8.4520e-02,-8.1553e-02,-7.9578e-02,-7.8409e-02,-7.7754e-02,-7.5388e-02,-6.9989e-02,-6.5437e-02,-6.2484e-02,-6.1134e-02,-5.9174e-02,-5.6013e-02,-5.2081e-02,-4.8816e-02,-4.7024e-02,-4.3800e-02,-3.9403e-02,-3.4589e-02,-3.1679e-02,-2.7412e-02,-2.2383e-02,-1.7348e-02,-1.1825e-02,-7.1149e-03,-2.7980e-03,-7.2775e-04
-4.0927e-03,-8.0955e-03,-1.2133e-02,-1.5983e-02,-1.8917e-02,-2.1121e-02,-2.2984e-02,-2.5663e-02,-2.8683e-02,-3.1677e-02,-3.5568e-02,-4.0032e-02,-4.4494e-02,-4.9844e-02,-5.4421e-02,-5.7992e-02,-6.2053e-02,-6.6266e-02,-7.0579e-02,-7.4735e-02,-7.9913e-02,-8.4915e-02,-9.0987e-02,-9.6139e-02,-9.9675e-02,-1.0365e-01,-1.0714e-01,-1.0984e-01,-1.1334e-01,-1.1735e-01,-1.1738e-01,-1.1726e-01,-1.1769e-01,-1.1774e-01,-1.1937e-01,-1.2062e-01,-1.2172e-01,-1.1968e-01,-1.1531e-01,-1.1250e-01,-1.1084e-01,-1.0967e-01,-1.0627e-01,-9.8663e-02,-9.2144e-02,-8.7953e-02,-8.6177e-02,-8.3408e-02,-7.8912e-02,-7.3461e-02,-6.8945e-02,-6.6469e-02,-6.1907e-02,-5.5748e-02,-4.9074e-02,-4.4990e-02,-3.8820e-02,-3.1678e-02,-2.4701e-02,-1.6881e-02,-9.9051e-03,-3.6255e-03,-7.4915e-04
-5.5062e-03,-1.0705e-02,-1.5805e-02,-2.0776e-02,-2.4650e-02,-2.7481e-02,-2.9914e-02,-3.3467e-02,-3.7473e-02,-4.1511e-02,-4.6764e-02,-5.2797e-02,-5.8730e-02,-6.5633e-02,-7.1575e-02,-7.6200e-02,-8.1512e-02,-8.7116e-02,-9.2758e-02,-9.8281e-02,-1.0536e-01,-1.1210e-01,-1.2022e-01,-1.2729e-01,-1.3208e-01,-1.3736e-01,-1.4226e-01,-1.4610e-01,-1.5063e-01,-1.5574e-01,-1.5568e-01,-1.5528e-01,-1.5540e-01,-1.5514e-01,-1.5706e-01,-1.5827e-01,-1.5946e-01,-1.5671e-01,-1.5070e-01,-1.4696e-01,-1.4476e-01,-1.4297e-01,-1.3846e-01,-1.2847e-01,-1.1981e-01,-1.1437e-01,-1.1211e-01,-1.0837e-01,-1.0252e-01,-9.5571e-02,-8.9771e-02,-8.6561e-02,-8.0643e-02,-7.2764e-02,-6.4210e-02,-5.8959e-02,-5.0743e-02,-4.1358e-02,-3.2341e-02,-2.1958e-02,-1.2527e-02,-4.1697e-03,-4.8500e-04
-6.9345e-03,-1.3393e-02,-1.9669e-02,-2.5874e-02,-3.0747e-02,-3.4094e-02,-3.6992e-02,-4.1458e-02,-4.6457e-02,-5.1565e-02,-5.8310e-02,-6.6045e-02,-7.3463e-02,-8.1786e-02,-8.8978e-02,-9.4458e-02,-1.0088e-01,-1.0799e-01,-1.1511e-01,-1.2203e-01,-1.3096e-01,-1.3942e-01,-1.4968e-01,-1.5884e-01,-1.6497e-01,-1.7149e-01,-1.7785e-01,-1.8274e-01,-1.8812e-01,-1.9425e-01,-1.9399e-01,-1.9319e-01,-1.9270e-01,-1.9203e-01,-1.9430e-01,-1.9530e-01,-1.9658e-01,-1.9315e-01,-1.8512e-01,-1.8021e-01,-1.7741e-01,-1.7490e-01,-1.6914e-01,-1.5634e-01,-1.4529e-01,-1.3871e-01,-1.3586e-01,-1.3109e-01,-1.2422e-01,-1.1606e-01,-1.0912e-01,-1.0538e-01,-9.8413e-02,-8.9068e-02,-7.8692e-02,-7.2365e-02,-6.2056e-02,-5.0208e-02,-3.9039e-02,-2.5971e-02,-1.4026e-02,-3.6410e-03,6.8903e-04
-8.2908e-03,-1.5865e-02,-2.3173e-02,-3.0771e-02,-3.6871e-02,-4.0405e-02,-4.3197e-02,-4.8491e-02,-5.4575e-02,-6.0639e-02,-6.8803e-02,-7.7969e-02,-8.6393e-02,-9.5655e-02,-1.0357e-01,-1.0928e-01,-1.1626e-01,-1.2450e-01,-1.3255e-01,-1.4050e-01,-1.5117e-01,-1.6118e-01,-1.7292e-01,-1.8343e-01,-1.9036e-01,-1.9738e-01,-2.0437e-01,-2.0908e-01,-2.1422e-01,-2.2073e-01,-2.1991e-01,-2.1861e-01,-2.1690e-01,-2.1530e-01,-2.1767e-01,-2.1785e-01,-2.1892e-01,-2.1516e-01,-2.0519e-01,-1.9933e-01,-1.9657e-01,-1.9353e-01,-1.8660e-01,-1.7089e-01,-1.5762e-01,-1.5076e-01,-1.4800e-01,-1.4268e-01,-1.3527e-01,-1.2686e-01,-1.1966e-01,-1.1590e-01,-1.0868e-01,-9.8597e-02,-8.6590e-02,-7.9206e-02,-6.7226e-02,-5.3606e-02,-4.0949e-02,-2.5942e-02,-1.2001e-02,2.9337e-04,4.8654e-03
-8.6892e-03,-1.6271e-02,-2.3479e-02,-3.1283e-02,-3.7744e-02,-4.0692e-02,-4.2368e-02,-4.6892e-02,-5.2450e-02,-5.7876e-02,-6.5466e-02,-7.4225e-02,-8.2306e-02,-9.0914e-02,-9.7617e-02,-1.0184e-01,-1.0764e-01,-1.1565e-01,-1.2310e-01,-1.2939e-01,-1.3943e-01,-1.4938e-01,-1.6091e-01,-1.7102e-01,-1.7689e-01,-1.8333e-01,-1.8975e-01,-1.9300e-01,-1.9720e-01,-2.0381e-01,-2.0323e-01,-2.0296e-01,-2.0202e-01,-2.0060e-01,-2.0359e-01,-2.0368e-01,-2.0522e-01,-2.0208e-01,-1.9140e-01,-1.8621e-01,-1.8607e-01,-1.8474e-01,-1.7783e-01,-1.6025e-01,-1.4641e-01,-1.4123e-01,-1.3987e-01,-1.3580e-01,-1.2935e-01,-1.2251e-01,-1.1682e-01,-1.1388e-01,-1.0789e-01,-9.8057e-02,-8.4503e-02,-7.6552e-02,-6.4172e-02,-5.0137e-02,-3.6875e-02,-2.1075e-02,-6.9576e-03,6.0472e-03,9.6487e-03
-7.6361e-03,-1.3483e-02,-1.8698e-02,-2.5067e-02,-3.0625e-02,-3.2113e-02,-3.2144e-02,-3.5202e-02,-3.9073e-02,-4.3120e-02,-4.9583e-02,-5.6864e-02,-6.3635e-02,-7.0852e-02,-7.5572e-02,-7.7730e-02,-8.1629e-02,-8.8056e-02,-9.4376e-02,-9.9153e-02,-1.0743e-01,-1.1592e-01,-1.2672e-01,-1.3637e-01,-1.4179e-01,-1.4793e-01,-1.5368e-01,-1.5573e-01,-1.5919e-01,-1.6564e-01,-1.6596e-01,-1.6806e-01,-1.6890e-01,-1.6788e-01,-1.7105e-01,-1.7207e-01,-1.7492e-01,-1.7300e-01,-1.6299e-01,-1.5962e-01,-1.6312e-01,-1.6377e-01,-1.5691e-01,-1.3783e-01,-1.2417e-01,-1.2190e-01,-1.2228e-01,-1.1957e-01,-1.1467e-01,-1.0952e-01,-1.0560e-01,-1.0402e-01,-9.9776e-02,-9.0631e-02,-7.5887e-02,-6.7884e-02,-5.6208e-02,-4.3098e-02,-2.9755e-02,-1.4075e-02,-1.7702e-03,1.0145e-02,1.2208e-02
