3.3185e+05,3.3175e+05,3.3182e+05,3.3182e+05,3.3203e+05,3.3185e+05,3.3164e+05,3.3177e+05,3.3196e+05,3.3176e+05,3.3181e+05,3.3172e+05,3.3193e+05,3.3188e+05,3.3186e+05,3.3184e+05
3.3137e+05,3.3128e+05,3.3135e+05,3.3135e+05,3.3153e+05,3.3139e+05,3.3116e+05,3.3129e+05,3.3148e+05,3.3127e+05,3.3132e+05,3.3122e+05,3.3144e+05,3.3142e+05,3.3138e+05,3.3135e+05
3.3131e+05,3.3122e+05,3.3129e+05,3.3129e+05,3.3148e+05,3.3134e+05,3.3109e+05,3.3122e+05,3.3142e+05,3.3121e+05,3.3127e+05,3.3116e+05,3.3139e+05,3.3135e+05,3.3132e+05,3.3129e+05
3.3122e+05,3.3113e+05,3.3120e+05,3.3121e+05,3.3140e+05,3.3126e+05,3.3100e+05,3.3114e+05,3.3134e+05,3.3112e+05,3.3118e+05,3.3107e+05,3.3131e+05,3.3127e+05,3.3123e+05,3.3120e+05
3.3116e+05,3.3106e+05,3.3114e+05,3.3116e+05,3.3135e+05,3.3120e+05,3.3094e+05,3.3108e+05,3.3127e+05,3.3106e+05,3.3112e+05,3.3101e+05,3.3125e+05,3.3121e+05,3.3117e+05,3.3114e+05
3.3103e+05,3.3095e+05,3.3102e+05,3.3105e+05,3.3124e+05,3.3109e+05,3.3082e+05,3.3096e+05,3.3116e+05,3.3096e+05,3.3102e+05,3.3090e+05,3.3114e+05,3.3110e+05,3.3107e+05,3.3102e+05
3.3080e+05,3.3075e+05,3.3081e+05,3.3087e+05,3.3104e+05,3.3089e+05,3.3061e+05,3.3077e+05,3.3096e+05,3.3076e+05,3.3085e+05,3.3071e+05,3.3095e+05,3.3090e+05,3.3088e+05,3.3082e+05
3.3023e+05,3.3028e+05,3.3032e+05,3.3041e+05,3.3057e+05,3.3042e+05,3.3011e+05,3.3032e+05,3.3046e+05,3.3033e+05,3.3045e+05,3.3029e+05,3.3049e+05,3.3047e+05,3.3043e+05,3.3038e+05
3.2857e+05,3.2888e+05,3.2887e+05,3.2907e+05,3.2914e+05,3.2907e+05,3.2884e+05,3.2902e+05,3.2907e+05,3.2902e+05,3.2916e+05,3.2906e+05,3.2917e+05,3.2923e+05,3.2917e+05,3.2918e+05
3.2604e+05,3.2650e+05,3.2645e+05,3.2681e+05,3.2678e+05,3.2678e+05,3.2671e+05,3.2677e+05,3.2686e+05,3.2678e+05,3.2690e+05,3.2684e+05,3.2699e+05,3.2715e+05,3.2701e+05,3.2711e+05
