0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00
-1.3697e-03,-3.1483e-03,-4.7191e-03,-5.6198e-03,-6.2279e-03,-7.9602e-03,-9.4340e-03,-9.1298e-03,-7.6494e-03,-6.6200e-03,-5.7956e-03,-3.7543e-03,-1.7180e-03,-4.4143e-05,5.1604e-04
-2.6411e-03,-5.9264e-03,-9.4559e-03,-1.1762e-02,-1.3082e-02,-1.6592e-02,-1.9764e-02,-1.9377e-02,-1.6736e-02,-1.4823e-02,-1.3016e-02,-8.8694e-03,-4.4389e-03,-6.4519e-04,9.2825e-04
-4.1769e-03,-9.2073e-03,-1.5311e-02,-1.9448e-02,-2.1546e-02,-2.6841e-02,-3.1757e-02,-3.1324e-02,-2.7759e-02,-2.4952e-02,-2.1665e-02,-1.5048e-02,-7.8935e-03,-1.5688e-03,1.4463e-03
-6.0799e-03,-1.3083e-02,-2.1890e-02,-2.7780e-02,-3.0530e-02,-3.7800e-02,-4.4588e-02,-4.3886e-02,-3.9336e-02,-3.5803e-02,-3.1043e-02,-2.1853e-02,-1.1779e-02,-2.6875e-03,2.0127e-03
-8.1843e-03,-1.7319e-02,-2.8713e-02,-3.6033e-02,-3.9629e-02,-4.9088e-02,-5.7858e-02,-5.6942e-02,-5.1037e-02,-4.6658e-02,-4.0785e-02,-2.9166e-02,-1.6092e-02,-4.3509e-03,2.3483e-03
-1.0506e-02,-2.2026e-02,-3.6206e-02,-4.4821e-02,-4.9168e-02,-6.0669e-02,-7.1280e-02,-7.0312e-02,-6.3038e-02,-5.7546e-02,-5.0071e-02,-3.6173e-02,-2.0718e-02,-6.3857e-03,2.6418e-03
-1.2661e-02,-2.6888e-02,-4.4831e-02,-5.5440e-02,-6.0617e-02,-7.3395e-02,-8.5128e-02,-8.3267e-02,-7.4269e-02,-6.7978e-02,-5.8766e-02,-4.2456e-02,-2.5288e-02,-8.9965e-03,2.7891e-03
-1.3825e-02,-2.8752e-02,-4.8024e-02,-5.8363e-02,-6.2262e-02,-7.4871e-02,-8.6762e-02,-8.4644e-02,-7.4446e-02,-6.6835e-02,-5.6805e-02,-4.1386e-02,-2.5056e-02,-8.5160e-03,3.6860e-03
-7.7549e-03,-1.7505e-02,-3.2779e-02,-3.7144e-02,-3.3716e-02,-4.1126e-02,-4.8024e-02,-4.5078e-02,-3.8381e-02,-3.3511e-02,-2.6603e-02,-1.7864e-02,-1.0511e-02,-7.9127e-04,4.9463e-03
-6.8980e-03,-1.5443e-02,-2.9575e-02,-3.1835e-02,-2.6501e-02,-3.3978e-02,-3.9460e-02,-3.4032e-02,-2.6124e-02,-2.1584e-02,-1.5194e-02,-8.5341e-03,-6.5138e-03,4.3144e-04,5.6925e-03
-6.0444e-03,-1.4836e-02,-2.9638e-02,-3.3376e-02,-3.1105e-02,-4.0812e-02,-4.6854e-02,-4.0695e-02,-3.3851e-02,-3.0331e-02,-2.1763e-02,-1.2642e-02,-1.1282e-02,-3.0603e-03,5.3469e-03
-5.3721e-03,-1.3410e-02,-2.6323e-02,-3.1049e-02,-3.1718e-02,-4.2560e-02,-4.9049e-02,-4.2070e-02,-3.6934e-02,-3.6191e-02,-2.7767e-02,-1.9628e-02,-1.9232e-02,-9.5172e-03,2.5077e-03
