3.2742e+05,3.2787e+05,3.2837e+05,3.3018e+05,3.2924e+05,3.3001e+05,3.2920e+05,3.2952e+05,3.3180e+05,3.3222e+05,3.3226e+05,3.3245e+05,3.3278e+05,3.3266e+05,3.3236e+05,3.3263e+05
3.2695e+05,3.2737e+05,3.2788e+05,3.2968e+05,3.2876e+05,3.2951e+05,3.2870e+05,3.2903e+05,3.3132e+05,3.3171e+05,3.3174e+05,3.3197e+05,3.3228e+05,3.3216e+05,3.3189e+05,3.3214e+05
3.2689e+05,3.2734e+05,3.2785e+05,3.2964e+05,3.2871e+05,3.2945e+05,3.2865e+05,3.2899e+05,3.3126e+05,3.3166e+05,3.3166e+05,3.3192e+05,3.3221e+05,3.3209e+05,3.3183e+05,3.3207e+05
3.2680e+05,3.2725e+05,3.2777e+05,3.2957e+05,3.2862e+05,3.2936e+05,3.2858e+05,3.2891e+05,3.3117e+05,3.3157e+05,3.3155e+05,3.3184e+05,3.3209e+05,3.3199e+05,3.3173e+05,3.3197e+05
3.2675e+05,3.2720e+05,3.2775e+05,3.2953e+05,3.2857e+05,3.2932e+05,3.2856e+05,3.2885e+05,3.3111e+05,3.3153e+05,3.3148e+05,3.3176e+05,3.3199e+05,3.3190e+05,3.3165e+05,3.3186e+05
3.2662e+05,3.2708e+05,3.2767e+05,3.2944e+05,3.2846e+05,3.2921e+05,3.2848e+05,3.2873e+05,3.3099e+05,3.3143e+05,3.3134e+05,3.3164e+05,3.3180e+05,3.3173e+05,3.3151e+05,3.3167e+05
3.2638e+05,3.2684e+05,3.2752e+05,3.2929e+05,3.2823e+05,3.2898e+05,3.2835e+05,3.2851e+05,3.3080e+05,3.3126e+05,3.3108e+05,3.3146e+05,3.3149e+05,3.3145e+05,3.3131e+05,3.3135e+05
3.2545e+05,3.2592e+05,3.2690e+05,3.2868e+05,3.2743e+05,3.2814e+05,3.2784e+05,3.2765e+05,3.3018e+05,3.3060e+05,3.3042e+05,3.3086e+05,3.3068e+05,3.3068e+05,3.3066e+05,3.3051e+05
3.2102e+05,3.2164e+05,3.2399e+05,3.2528e+05,3.2310e+05,3.2400e+05,3.2518e+05,3.2397e+05,3.2816e+05,3.2839e+05,3.2859e+05,3.2894e+05,3.2886e+05,3.2888e+05,3.2887e+05,3.2857e+05
3.1411e+05,3.1490e+05,3.1809e+05,3.1891e+05,3.1726e+05,3.1831e+05,3.2089e+05,3.1920e+05,3.2399e+05,3.2491e+05,3.2564e+05,3.2629e+05,3.2652e+05,3.2644e+05,3.2675e+05,3.2612e+05
3.1210e+05,3.1272e+05,3.1510e+05,3.1576e+05,3.1542e+05,3.1603e+05,3.1868e+05,3.1799e+05,3.2026e+05,3.2234e+05,3.2317e+05,3.2429e+05,3.2449e+05,3.2403e+05,3.2536e+05,3.2426e+05
3.1227e+05,3.1263e+05,3.1427e+05,3.1485e+05,3.1546e+05,3.1580e+05,3.1809e+05,3.1822e+05,3.1839e+05,3.2098e+05,3.2183e+05,3.2331e+05,3.2325e+05,3.2272e+05,3.2473e+05,3.2351e+05
3.1290e+05,3.1325e+05,3.1415e+05,3.1474e+05,3.1571e+05,3.1598e+05,3.1786e+05,3.1860e+05,3.1691e+05,3.1979e+05,3.2101e+05,3.2261e+05,3.2212e+05,3.2195e+05,3.2415e+05,3.2332e+05
3.1358e+05,3.1446e+05,3.1448e+05,3.1462e+05,3.1588e+05,3.1600e+05,3.1796e+05,3.1895e+05,3.1623e+05,3.1933e+05,3.2083e+05,3.2228e+05,3.2132e+05,3.2150e+05,3.2373e+05,3.2338e+05
3.1409e+05,3.1577e+05,3.1466e+05,3.1425e+05,3.1573e+05,3.1558e+05,3.1791e+05,3.1857e+05,3.1602e+05,3.1960e+05,3.2084e+05,3.2192e+05,3.2078e+05,3.2122e+05,3.2338e+05,3.2333e+05
3.1435e+05,3.1689e+05,3.1508e+05,3.1398e+05,3.1536e+05,3.1522e+05,3.1782e+05,3.1783e+05,3.1666e+05,3.2017e+05,3.2079e+05,3.2167e+05,3.2067e+05,3.2115e+05,3.2311e+05,3.2315e+05
3.1484e+05,3.1760e+05,3.1565e+05,3.1426e+05,3.1519e+05,3.1562e+05,3.1778e+05,3.1723e+05,3.1788e+05,3.2090e+05,3.2072e+05,3.2173e+05,3.2085e+05,3.2148e+05,3.2293e+05,3.2302e+05
3.1573e+05,3.1767e+05,3.1607e+05,3.1507e+05,3.1568e+05,3.1642e+05,3.1766e+05,3.1715e+05,3.1903e+05,3.2139e+05,3.2070e+05,3.2175e+05,3.2102e+05,3.2172e+05,3.2256e+05,3.2286e+05
3.1685e+05,3.1755e+05,3.1678e+05,3.1614e+05,3.1664e+05,3.1742e+05,3.1790e+05,3.1745e+05,3.1987e+05,3.2152e+05,3.2095e+05,3.2188e+05,3.2127e+05,3.2195e+05,3.2237e+05,3.2284e+05
3.1798e+05,3.1782e+05,3.1772e+05,3.1731e+05,3.1773e+05,3.1837e+05,3.1850e+05,3.1804e+05,3.2043e+05,3.2143e+05,3.2139e+05,3.2212e+05,3.2159e+05,3.2219e+05,3.2237e+05,3.2305e+05
3.1901e+05,3.1859e+05,3.1875e+05,3.1850e+05,3.1886e+05,3.1922e+05,3.1918e+05,3.1895e+05,3.2098e+05,3.2151e+05,3.2199e+05,3.2241e+05,3.2208e+05,3.2247e+05,3.2254e+05,3.2336e+05
