3.3347e+05,3.3442e+05,3.3424e+05,3.3420e+05,3.3451e+05,3.3455e+05,3.3371e+05,3.3445e+05,3.3422e+05,3.3397e+05,3.3426e+05,3.3427e+05,3.3460e+05,3.3443e+05,3.3375e+05,3.3442e+05,3.3400e+05,3.3428e+05,3.3406e+05,3.3464e+05,3.3461e+05,3.3444e+05,3.3424e+05,3.3468e+05,3.3430e+05,3.3432e+05,3.3451e+05,3.3416e+05,3.3414e+05,3.3464e+05,3.3415e+05,3.3444e+05,3.3479e+05,3.3447e+05,3.3472e+05,3.3466e+05,3.3467e+05,3.3446e+05,3.3495e+05,3.3483e+05,3.3468e+05,3.3414e+05,3.3450e+05,3.3400e+05,3.3403e+05,3.3476e+05,3.3409e+05,3.3419e+05,3.3463e+05,3.3478e+05,3.3449e+05,3.3410e+05,3.3416e+05,3.3436e+05,3.3431e+05,3.3435e+05,3.3458e+05,3.3472e+05,3.3429e+05,3.3447e+05,3.3412e+05,3.3416e+05,3.3445e+05,3.3441e+05
3.3226e+05,3.3311e+05,3.3297e+05,3.3286e+05,3.3327e+05,3.3327e+05,3.3241e+05,3.3320e+05,3.3297e+05,3.3272e+05,3.3299e+05,3.3301e+05,3.3330e+05,3.3320e+05,3.3255e+05,3.3309e+05,3.3276e+05,3.3305e+05,3.3284e+05,3.3337e+05,3.3337e+05,3.3324e+05,3.3296e+05,3.3330e+05,3.3306e+05,3.3310e+05,3.3320e+05,3.3287e+05,3.3289e+05,3.3331e+05,3.3270e+05,3.3311e+05,3.3348e+05,3.3313e+05,3.3344e+05,3.3333e+05,3.3341e+05,3.3319e+05,3.3362e+05,3.3349e+05,3.3345e+05,3.3286e+05,3.3319e+05,3.3261e+05,3.3273e+05,3.3349e+05,3.3281e+05,3.3281e+05,3.3332e+05,3.3349e+05,3.3305e+05,3.3282e+05,3.3288e+05,3.3299e+05,3.3302e+05,3.3311e+05,3.3328e+05,3.3337e+05,3.3295e+05,3.3322e+05,3.3288e+05,3.3279e+05,3.3311e+05,3.3306e+05
3.3213e+05,3.3297e+05,3.3283e+05,3.3272e+05,3.3314e+05,3.3313e+05,3.3226e+05,3.3305e+05,3.3286e+05,3.3258e+05,3.3287e+05,3.3289e+05,3.3317e+05,3.3307e+05,3.3242e+05,3.3293e+05,3.3262e+05,3.3293e+05,3.3272e+05,3.3324e+05,3.3323e+05,3.3311e+05,3.3283e+05,3.3315e+05,3.3294e+05,3.3296e+05,3.3304e+05,3.3272e+05,3.3276e+05,3.3316e+05,3.3251e+05,3.3295e+05,3.3333e+05,3.3297e+05,3.3330e+05,3.3318e+05,3.3326e+05,3.3306e+05,3.3349e+05,3.3334e+05,3.3331e+05,3.3271e+05,3.3303e+05,3.3245e+05,3.3259e+05,3.3336e+05,3.3268e+05,3.3265e+05,3.3316e+05,3.3333e+05,3.3286e+05,3.3266e+05,3.3273e+05,3.3282e+05,3.3288e+05,3.3297e+05,3.3313e+05,3.3323e+05,3.3283e+05,3.3308e+05,3.3274e+05,3.3262e+05,3.3295e+05,3.3291e+05
3.3197e+05,3.3277e+05,3.3262e+05,3.3252e+05,3.3296e+05,3.3295e+05,3.3205e+05,3.3285e+05,3.3267e+05,3.3240e+05,3.3266e+05,3.3270e+05,3.3297e+05,3.3289e+05,3.3221e+05,3.3272e+05,3.3244e+05,3.3275e+05,3.3253e+05,3.3303e+05,3.3303e+05,3.3292e+05,3.3263e+05,3.3292e+05,3.3275e+05,3.3276e+05,3.3284e+05,3.3253e+05,3.3256e+05,3.3293e+05,3.3225e+05,3.3273e+05,3.3310e+05,3.3275e+05,3.3311e+05,3.3297e+05,3.3304e+05,3.3287e+05,3.3327e+05,3.3313e+05,3.3311e+05,3.3250e+05,3.3280e+05,3.3223e+05,3.3239e+05,3.3315e+05,3.3249e+05,3.3243e+05,3.3293e+05,3.3311e+05,3.3262e+05,3.3243e+05,3.3253e+05,3.3256e+05,3.3269e+05,3.3279e+05,3.3291e+05,3.3302e+05,3.3261e+05,3.3286e+05,3.3255e+05,3.3240e+05,3.3273e+05,3.3271e+05
3.3186e+05,3.3266e+05,3.3246e+05,3.3237e+05,3.3283e+05,3.3282e+05,3.3193e+05,3.3272e+05,3.3251e+05,3.3228e+05,3.3250e+05,3.3256e+05,3.3283e+05,3.3276e+05,3.3208e+05,3.3256e+05,3.3230e+05,3.3262e+05,3.3238e+05,3.3288e+05,3.3287e+05,3.3278e+05,3.3250e+05,3.3273e+05,3.3264e+05,3.3262e+05,3.3268e+05,3.3240e+05,3.3241e+05,3.3274e+05,3.3207e+05,3.3259e+05,3.3293e+05,3.3260e+05,3.3295e+05,3.3280e+05,3.3288e+05,3.3274e+05,3.3309e+05,3.3294e+05,3.3296e+05,3.3233e+05,3.3262e+05,3.3206e+05,3.3225e+05,3.3301e+05,3.3233e+05,3.3227e+05,3.3278e+05,3.3298e+05,3.3246e+05,3.3226e+05,3.3240e+05,3.3236e+05,3.3256e+05,3.3268e+05,3.3274e+05,3.3287e+05,3.3245e+05,3.3271e+05,3.3240e+05,3.3223e+05,3.3254e+05,3.3258e+05
3.3162e+05,3.3238e+05,3.3213e+05,3.3207e+05,3.3255e+05,3.3255e+05,3.3165e+05,3.3246e+05,3.3219e+05,3.3202e+05,3.3219e+05,3.3229e+05,3.3252e+05,3.3248e+05,3.3178e+05,3.3228e+05,3.3203e+05,3.3235e+05,3.3205e+05,3.3257e+05,3.3257e+05,3.3248e+05,3.3219e+05,3.3240e+05,3.3236e+05,3.3234e+05,3.3237e+05,3.3211e+05,3.3212e+05,3.3241e+05,3.3171e+05,3.3232e+05,3.3260e+05,3.3231e+05,3.3266e+05,3.3246e+05,3.3257e+05,3.3247e+05,3.3272e+05,3.3259e+05,3.3267e+05,3.3200e+05,3.3231e+05,3.3172e+05,3.3197e+05,3.3272e+05,3.3205e+05,3.3196e+05,3.3246e+05,3.3268e+05,3.3214e+05,3.3192e+05,3.3213e+05,3.3202e+05,3.3227e+05,3.3240e+05,3.3242e+05,3.3255e+05,3.3212e+05,3.3241e+05,3.3212e+05,3.3189e+05,3.3222e+05,3.3230e+05
3.3117e+05,3.3184e+05,3.3153e+05,3.3148e+05,3.3202e+05,3.3206e+05,3.3117e+05,3.3196e+05,3.3165e+05,3.3159e+05,3.3164e+05,3.3179e+05,3.3201e+05,3.3200e+05,3.3123e+05,3.3178e+05,3.3159e+05,3.3191e+05,3.3143e+05,3.3204e+05,3.3209e+05,3.3196e+05,3.3169e+05,3.3187e+05,3.3184e+05,3.3185e+05,3.3184e+05,3.3163e+05,3.3167e+05,3.3186e+05,3.3118e+05,3.3187e+05,3.3201e+05,3.3183e+05,3.3215e+05,3.3189e+05,3.3197e+05,3.3197e+05,3.3205e+05,3.3195e+05,3.3217e+05,3.3142e+05,3.3170e+05,3.3116e+05,3.3153e+05,3.3223e+05,3.3156e+05,3.3139e+05,3.3194e+05,3.3214e+05,3.3160e+05,3.3135e+05,3.3166e+05,3.3144e+05,3.3177e+05,3.3192e+05,3.3190e+05,3.3198e+05,3.3159e+05,3.3192e+05,3.3165e+05,3.3139e+05,3.3167e+05,3.3182e+05
3.2973e+05,3.3010e+05,3.2978e+05,3.2967e+05,3.3040e+05,3.3044e+05,3.2980e+05,3.3046e+05,3.3017e+05,3.3024e+05,3.3018e+05,3.3023e+05,3.3042e+05,3.3032e+05,3.2976e+05,3.3036e+05,3.3002e+05,3.3040e+05,3.2978e+05,3.3054e+05,3.3063e+05,3.3058e+05,3.3021e+05,3.3041e+05,3.3038e+05,3.3043e+05,3.3034e+05,3.3008e+05,3.3023e+05,3.3050e+05,3.2985e+05,3.3051e+05,3.3057e+05,3.3037e+05,3.3070e+05,3.3041e+05,3.3045e+05,3.3058e+05,3.3042e+05,3.3038e+05,3.3066e+05,3.3001e+05,3.3014e+05,3.2964e+05,3.3026e+05,3.3065e+05,3.3022e+05,3.2994e+05,3.3043e+05,3.3052e+05,3.3026e+05,3.2983e+05,3.3032e+05,3.2995e+05,3.3029e+05,3.3061e+05,3.3054e+05,3.3034e+05,3.3013e+05,3.3058e+05,3.3018e+05,3.3013e+05,3.3023e+05,3.3061e+05
3.2636e+05,3.2687e+05,3.2691e+05,3.2641e+05,3.2703e+05,3.2722e+05,3.2704e+05,3.2758e+05,3.2717e+05,3.2734e+05,3.2731e+05,3.2721e+05,3.2744e+05,3.2729e+05,3.2691e+05,3.2776e+05,3.2684e+05,3.2725e+05,3.2686e+05,3.2784e+05,3.2791e+05,3.2794e+05,3.2744e+05,3.2783e+05,3.2776e+05,3.2796e+05,3.2764e+05,3.2750e+05,3.2744e+05,3.2793e+05,3.2751e+05,3.2770e+05,3.2804e+05,3.2766e+05,3.2815e+05,3.2784e+05,3.2788e+05,3.2825e+05,3.2792e+05,3.2781e+05,3.2797e+05,3.2750e+05,3.2752e+05,3.2695e+05,3.2802e+05,3.2787e+05,3.2794e+05,3.2733e+05,3.2774e+05,3.2778e+05,3.2792e+05,3.2729e+05,3.2775e+05,3.2750e+05,3.2782e+05,3.2817e+05,3.2815e+05,3.2774e+05,3.2769e+05,3.2827e+05,3.2773e+05,3.2792e+05,3.2800e+05,3.2843e+05
3.2285e+05,3.2396e+05,3.2425e+05,3.2347e+05,3.2410e+05,3.2440e+05,3.2413e+05,3.2476e+05,3.2439e+05,3.2434e+05,3.2472e+05,3.2442e+05,3.2488e+05,3.2458e+05,3.2418e+05,3.2535e+05,3.2403e+05,3.2459e+05,3.2435e+05,3.2526e+05,3.2544e+05,3.2510e+05,3.2492e+05,3.2536e+05,3.2527e+05,3.2555e+05,3.2507e+05,3.2533e+05,3.2493e+05,3.2538e+05,3.2524e+05,3.2499e+05,3.2553e+05,3.2532e+05,3.2574e+05,3.2522e+05,3.2555e+05,3.2614e+05,3.2551e+05,3.2559e+05,3.2560e+05,3.2517e+05,3.2519e+05,3.2479e+05,3.2587e+05,3.2547e+05,3.2580e+05,3.2513e+05,3.2528e+05,3.2549e+05,3.2567e+05,3.2511e+05,3.2562e+05,3.2530e+05,3.2555e+05,3.2589e+05,3.2599e+05,3.2573e+05,3.2567e+05,3.2631e+05,3.2566e+05,3.2592e+05,3.2613e+05,3.2641e+05
