3.2616e+05,3.2706e+05,3.2601e+05,3.2681e+05,3.2686e+05,3.2746e+05,3.2813e+05,3.2714e+05,3.2778e+05,3.2740e+05,3.2909e+05,3.2914e+05,3.2648e+05,3.2749e+05,3.2830e+05,3.2848e+05,3.2870e+05,3.2835e+05,3.2762e+05,3.2994e+05,3.2838e+05,3.2965e+05,3.2830e+05,3.2952e+05,3.2967e+05,3.2999e+05,3.3077e+05,3.2873e+05,3.2972e+05,3.3099e+05,3.2888e+05,3.2988e+05,3.3027e+05,3.2958e+05,3.3039e+05,3.2986e+05,3.3123e+05,3.3010e+05,3.3157e+05,3.3104e+05,3.3362e+05,3.3177e+05,3.3211e+05,3.3145e+05,3.3335e+05,3.3387e+05,3.3328e+05,3.3470e+05,3.3407e+05,3.3437e+05,3.3324e+05,3.3458e+05,3.3580e+05,3.3570e+05,3.3665e+05,3.3589e+05,3.3593e+05,3.3507e+05,3.3740e+05,3.3734e+05,3.3743e+05,3.3805e+05,3.3896e+05,3.3895e+05
3.2488e+05,3.2577e+05,3.2473e+05,3.2553e+05,3.2560e+05,3.2620e+05,3.2686e+05,3.2584e+05,3.2649e+05,3.2611e+05,3.2779e+05,3.2788e+05,3.2522e+05,3.2625e+05,3.2699e+05,3.2724e+05,3.2743e+05,3.2704e+05,3.2636e+05,3.2874e+05,3.2713e+05,3.2840e+05,3.2704e+05,3.2823e+05,3.2836e+05,3.2867e+05,3.2951e+05,3.2743e+05,3.2843e+05,3.2972e+05,3.2760e+05,3.2859e+05,3.2898e+05,3.2832e+05,3.2912e+05,3.2854e+05,3.2991e+05,3.2879e+05,3.3022e+05,3.2966e+05,3.3230e+05,3.3048e+05,3.3075e+05,3.3012e+05,3.3200e+05,3.3250e+05,3.3191e+05,3.3332e+05,3.3273e+05,3.3301e+05,3.3188e+05,3.3321e+05,3.3436e+05,3.3425e+05,3.3518e+05,3.3450e+05,3.3446e+05,3.3367e+05,3.3583e+05,3.3577e+05,3.3589e+05,3.3650e+05,3.3727e+05,3.3727e+05
3.2476e+05,3.2564e+05,3.2462e+05,3.2539e+05,3.2547e+05,3.2605e+05,3.2671e+05,3.2569e+05,3.2635e+05,3.2598e+05,3.2764e+05,3.2773e+05,3.2512e+05,3.2614e+05,3.2686e+05,3.2713e+05,3.2732e+05,3.2691e+05,3.2624e+05,3.2862e+05,3.2702e+05,3.2825e+05,3.2691e+05,3.2810e+05,3.2821e+05,3.2852e+05,3.2936e+05,3.2730e+05,3.2829e+05,3.2960e+05,3.2747e+05,3.2845e+05,3.2885e+05,3.2819e+05,3.2898e+05,3.2840e+05,3.2976e+05,3.2866e+05,3.3007e+05,3.2952e+05,3.3216e+05,3.3036e+05,3.3057e+05,3.2997e+05,3.3185e+05,3.3234e+05,3.3174e+05,3.3315e+05,3.3258e+05,3.3285e+05,3.3171e+05,3.3304e+05,3.3418e+05,3.3409e+05,3.3498e+05,3.3430e+05,3.3428e+05,3.3348e+05,3.3562e+05,3.3552e+05,3.3565e+05,3.3627e+05,3.3693e+05,3.3694e+05
3.2461e+05,3.2546e+05,3.2445e+05,3.2523e+05,3.2531e+05,3.2592e+05,3.2653e+05,3.2556e+05,3.2615e+05,3.2582e+05,3.2748e+05,3.2757e+05,3.2497e+05,3.2602e+05,3.2670e+05,3.2696e+05,3.2718e+05,3.2677e+05,3.2609e+05,3.2846e+05,3.2687e+05,3.2807e+05,3.2680e+05,3.2796e+05,3.2804e+05,3.2835e+05,3.2921e+05,3.2717e+05,3.2814e+05,3.2947e+05,3.2733e+05,3.2831e+05,3.2872e+05,3.2806e+05,3.2886e+05,3.2827e+05,3.2963e+05,3.2855e+05,3.2996e+05,3.2941e+05,3.3204e+05,3.3023e+05,3.3044e+05,3.2984e+05,3.3173e+05,3.3223e+05,3.3162e+05,3.3303e+05,3.3247e+05,3.3274e+05,3.3161e+05,3.3294e+05,3.3408e+05,3.3396e+05,3.3483e+05,3.3417e+05,3.3414e+05,3.3337e+05,3.3543e+05,3.3530e+05,3.3546e+05,3.3605e+05,3.3664e+05,3.3663e+05
3.2451e+05,3.2536e+05,3.2436e+05,3.2517e+05,3.2524e+05,3.2585e+05,3.2644e+05,3.2551e+05,3.2602e+05,3.2574e+05,3.2739e+05,3.2747e+05,3.2489e+05,3.2596e+05,3.2657e+05,3.2688e+05,3.2709e+05,3.2669e+05,3.2599e+05,3.2838e+05,3.2675e+05,3.2796e+05,3.2675e+05,3.2786e+05,3.2795e+05,3.2826e+05,3.2912e+05,3.2711e+05,3.2806e+05,3.2939e+05,3.2725e+05,3.2822e+05,3.2867e+05,3.2799e+05,3.2883e+05,3.2823e+05,3.2958e+05,3.2849e+05,3.2993e+05,3.2937e+05,3.3197e+05,3.3017e+05,3.3039e+05,3.2978e+05,3.3167e+05,3.3216e+05,3.3157e+05,3.3297e+05,3.3242e+05,3.3269e+05,3.3157e+05,3.3291e+05,3.3403e+05,3.3387e+05,3.3472e+05,3.3410e+05,3.3404e+05,3.3334e+05,3.3526e+05,3.3510e+05,3.3531e+05,3.3588e+05,3.3637e+05,3.3635e+05
3.2430e+05,3.2514e+05,3.2420e+05,3.2500e+05,3.2509e+05,3.2571e+05,3.2628e+05,3.2538e+05,3.2576e+05,3.2555e+05,3.2717e+05,3.2731e+05,3.2467e+05,3.2583e+05,3.2633e+05,3.2667e+05,3.2690e+05,3.2649e+05,3.2578e+05,3.2822e+05,3.2656e+05,3.2779e+05,3.2664e+05,3.2768e+05,3.2779e+05,3.2812e+05,3.2895e+05,3.2695e+05,3.2788e+05,3.2923e+05,3.2713e+05,3.2801e+05,3.2858e+05,3.2787e+05,3.2875e+05,3.2814e+05,3.2946e+05,3.2837e+05,3.2984e+05,3.2929e+05,3.3184e+05,3.3006e+05,3.3027e+05,3.2966e+05,3.3156e+05,3.3204e+05,3.3149e+05,3.3285e+05,3.3229e+05,3.3261e+05,3.3149e+05,3.3285e+05,3.3391e+05,3.3369e+05,3.3455e+05,3.3403e+05,3.3387e+05,3.3331e+05,3.3501e+05,3.3482e+05,3.3512e+05,3.3562e+05,3.3599e+05,3.3591e+05
3.2394e+05,3.2468e+05,3.2392e+05,3.2470e+05,3.2481e+05,3.2543e+05,3.2594e+05,3.2517e+05,3.2535e+05,3.2525e+05,3.2678e+05,3.2700e+05,3.2433e+05,3.2560e+05,3.2585e+05,3.2620e+05,3.2655e+05,3.2603e+05,3.2535e+05,3.2789e+05,3.2622e+05,3.2747e+05,3.2646e+05,3.2737e+05,3.2753e+05,3.2776e+05,3.2864e+05,3.2666e+05,3.2752e+05,3.2895e+05,3.2685e+05,3.2767e+05,3.2842e+05,3.2768e+05,3.2859e+05,3.2796e+05,3.2927e+05,3.2813e+05,3.2974e+05,3.2911e+05,3.3160e+05,3.2989e+05,3.3004e+05,3.2949e+05,3.3137e+05,3.3181e+05,3.3132e+05,3.3265e+05,3.3209e+05,3.3246e+05,3.3134e+05,3.3274e+05,3.3370e+05,3.3335e+05,3.3418e+05,3.3394e+05,3.3347e+05,3.3323e+05,3.3460e+05,3.3438e+05,3.3480e+05,3.3511e+05,3.3531e+05,3.3527e+05
3.2250e+05,3.2280e+05,3.2297e+05,3.2329e+05,3.2362e+05,3.2441e+05,3.2458e+05,3.2429e+05,3.2327e+05,3.2383e+05,3.2521e+05,3.2603e+05,3.2319e+05,3.2474e+05,3.2397e+05,3.2416e+05,3.2515e+05,3.2401e+05,3.2406e+05,3.2685e+05,3.2530e+05,3.2641e+05,3.2579e+05,3.2659e+05,3.2658e+05,3.2618e+05,3.2770e+05,3.2538e+05,3.2631e+05,3.2809e+05,3.2607e+05,3.2673e+05,3.2761e+05,3.2678e+05,3.2790e+05,3.2706e+05,3.2867e+05,3.2740e+05,3.2921e+05,3.2829e+05,3.3069e+05,3.2923e+05,3.2928e+05,3.2889e+05,3.3080e+05,3.3127e+05,3.3087e+05,3.3202e+05,3.3142e+05,3.3205e+05,3.3081e+05,3.3243e+05,3.3335e+05,3.3264e+05,3.3348e+05,3.3378e+05,3.3273e+05,3.3311e+05,3.3397e+05,3.3373e+05,3.3433e+05,3.3435e+05,3.3449e+05,3.3454e+05
3.1658e+05,3.1574e+05,3.1834e+05,3.1673e+05,3.1722e+05,3.1812e+05,3.1725e+05,3.2011e+05,3.1656e+05,3.1845e+05,3.1777e+05,3.2038e+05,3.1855e+05,3.2093e+05,3.1735e+05,3.1753e+05,3.1923e+05,3.1872e+05,3.1950e+05,3.2046e+05,3.2120e+05,3.2192e+05,3.2314e+05,3.2315e+05,3.2233e+05,3.2100e+05,3.2296e+05,3.2117e+05,3.2096e+05,3.2497e+05,3.2264e+05,3.2298e+05,3.2511e+05,3.2381e+05,3.2601e+05,3.2363e+05,3.2626e+05,3.2519e+05,3.2762e+05,3.2636e+05,3.2820e+05,3.2703e+05,3.2689e+05,3.2692e+05,3.2885e+05,3.3017e+05,3.2966e+05,3.3055e+05,3.2993e+05,3.3125e+05,3.2970e+05,3.3192e+05,3.3309e+05,3.3171e+05,3.3288e+05,3.3370e+05,3.3203e+05,3.3306e+05,3.3338e+05,3.3306e+05,3.3401e+05,3.3383e+05,3.3391e+05,3.3399e+05
3.0836e+05,3.0816e+05,3.0787e+05,3.1123e+05,3.0857e+05,3.0832e+05,3.0808e+05,3.1350e+05,3.0892e+05,3.1133e+05,3.0800e+05,3.0840e+05,3.1015e+05,3.1071e+05,3.0804e+05,3.0898e+05,3.0916e+05,3.1308e+05,3.0946e+05,3.0861e+05,3.0909e+05,3.0934e+05,3.1533e+05,3.1121e+05,3.0996e+05,3.1097e+05,3.1050e+05,3.1324e+05,3.0888e+05,3.1670e+05,3.1366e+05,3.1145e+05,3.1817e+05,3.1650e+05,3.2196e+05,3.1820e+05,3.1863e+05,3.1905e+05,3.2341e+05,3.2129e+05,3.2341e+05,3.2166e+05,3.2016e+05,3.2150e+05,3.2360e+05,3.2750e+05,3.2692e+05,3.2713e+05,3.2698e+05,3.2936e+05,3.2690e+05,3.3035e+05,3.3208e+05,3.3011e+05,3.3208e+05,3.3324e+05,3.3123e+05,3.3219e+05,3.3280e+05,3.3222e+05,3.3343e+05,3.3345e+05,3.3352e+05,3.3360e+05
