0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00
-9.7884e-04,-1.5899e-03,-2.4592e-03,-4.2079e-03,-5.4212e-03,-5.8847e-03,-7.2550e-03,-8.8690e-03,-9.6512e-03,-9.5515e-03,-9.4433e-03,-9.7452e-03,-8.3595e-03,-6.1691e-03,-2.5582e-03
-2.2219e-03,-3.6964e-03,-5.8814e-03,-9.6335e-03,-1.1715e-02,-1.2738e-02,-1.5919e-02,-1.9337e-02,-2.0924e-02,-2.0910e-02,-2.0961e-02,-2.1292e-02,-1.7881e-02,-1.2734e-02,-5.0004e-03
-3.7259e-03,-6.3634e-03,-1.0072e-02,-1.5946e-02,-1.9004e-02,-2.0768e-02,-2.5947e-02,-3.1408e-02,-3.4023e-02,-3.3988e-02,-3.4057e-02,-3.4183e-02,-2.8590e-02,-2.0181e-02,-7.6075e-03
-5.2976e-03,-8.9114e-03,-1.4381e-02,-2.2854e-02,-2.7435e-02,-3.0511e-02,-3.7836e-02,-4.5292e-02,-4.9050e-02,-4.8909e-02,-4.8828e-02,-4.8685e-02,-4.0635e-02,-2.8534e-02,-1.0410e-02
-7.1493e-03,-1.2202e-02,-1.9953e-02,-3.1120e-02,-3.7326e-02,-4.2390e-02,-5.2396e-02,-6.1866e-02,-6.6482e-02,-6.5884e-02,-6.5578e-02,-6.5115e-02,-5.4159e-02,-3.7740e-02,-1.3431e-02
-9.5008e-03,-1.6410e-02,-2.6461e-02,-3.9997e-02,-4.7215e-02,-5.4192e-02,-6.7273e-02,-7.9236e-02,-8.5092e-02,-8.3857e-02,-8.3059e-02,-8.2532e-02,-6.8855e-02,-4.7715e-02,-1.6644e-02
-1.1741e-02,-2.0463e-02,-3.2931e-02,-4.8412e-02,-5.6678e-02,-6.5826e-02,-8.2195e-02,-9.7169e-02,-1.0400e-01,-1.0171e-01,-1.0025e-01,-9.9185e-02,-8.2738e-02,-5.7167e-02,-1.9532e-02
-1.3507e-02,-2.4237e-02,-3.8619e-02,-5.3919e-02,-6.2080e-02,-7.3268e-02,-9.1683e-02,-1.0857e-01,-1.1594e-01,-1.1262e-01,-1.1050e-01,-1.0879e-01,-8.9555e-02,-6.0115e-02,-1.9574e-02
-7.6708e-03,-1.4467e-02,-2.6810e-02,-3.9770e-02,-4.5574e-02,-5.5056e-02,-7.0950e-02,-8.5249e-02,-9.0923e-02,-8.7785e-02,-8.8325e-02,-9.0800e-02,-7.4688e-02,-5.0290e-02,-1.8247e-02
-3.3450e-03,-7.2618e-03,-1.7530e-02,-2.4956e-02,-2.6678e-02,-3.4032e-02,-4.6719e-02,-5.7009e-02,-6.0036e-02,-5.7726e-02,-6.0241e-02,-6.5430e-02,-5.4739e-02,-3.8690e-02,-1.5419e-02
-3.3837e-03,-8.9795e-03,-2.0191e-02,-2.5553e-02,-2.8486e-02,-3.8699e-02,-5.2476e-02,-6.2563e-02,-6.5088e-02,-6.3422e-02,-6.4854e-02,-6.7416e-02,-5.6185e-02,-3.9872e-02,-1.5389e-02
1.0154e-03,-2.5908e-03,-1.1948e-02,-1.5827e-02,-2.1654e-02,-3.4958e-02,-4.8714e-02,-5.9084e-02,-6.2458e-02,-6.2060e-02,-6.3500e-02,-6.4379e-02,-5.5679e-02,-4.4053e-02,-1.9495e-02
1.3317e-03,-2.5405e-03,-1.0598e-02,-1.4147e-02,-2.2758e-02,-3.8374e-02,-5.3626e-02,-6.4970e-02,-6.8054e-02,-6.7216e-02,-6.6075e-02,-6.4052e-02,-5.7453e-02,-4.9086e-02,-2.2607e-02
2.6797e-03,1.5629e-03,-3.2571e-03,-6.7300e-03,-1.7122e-02,-3.2710e-02,-4.7840e-02,-5.9509e-02,-6.4047e-02,-6.6359e-02,-6.6102e-02,-6.4936e-02,-6.2645e-02,-5.5683e-02,-2.5496e-02
8.1881e-04,1.5014e-03,-2.4837e-04,-5.1493e-03,-1.6826e-02,-3.0497e-02,-4.4138e-02,-5.4157e-02,-5.9131e-02,-6.4669e-02,-6.6514e-02,-6.6656e-02,-6.6242e-02,-5.8516e-02,-2.5309e-02
-1.3829e-03,1.4038e-03,2.5616e-03,-2.4540e-03,-1.3651e-02,-2.3604e-02,-3.2622e-02,-3.9444e-02,-4.6198e-02,-5.7217e-02,-6.3866e-02,-6.7041e-02,-6.6154e-02,-5.7249e-02,-2.3787e-02
-5.0198e-03,-1.8540e-03,1.1745e-03,-3.4559e-03,-1.3671e-02,-2.0759e-02,-2.6047e-02,-3.0039e-02,-3.6428e-02,-4.8355e-02,-5.8247e-02,-6.5091e-02,-6.3963e-02,-5.3317e-02,-2.0150e-02
-7.1175e-03,-4.9374e-03,-1.7751e-03,-6.2959e-03,-1.4591e-02,-1.9518e-02,-2.3889e-02,-2.8528e-02,-3.4901e-02,-4.4706e-02,-5.5425e-02,-6.3128e-02,-6.1245e-02,-4.9830e-02,-1.7504e-02
